Location,Kilometers_Driven,Engine,Power,Seats,Price,Mileage(kmpl),Brand,Age,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Model_Frequency
7,56075,1086.0,68.05,5.0,3.12,19.81,10,12.0,False,False,False,True,True,False,False,False,0.0259222333000997
5,131500,2494.0,100.6,5.0,8.25,12.99,28,14.0,True,False,False,False,True,False,False,False,0.02725157859754071
3,65367,2755.0,171.5,5.0,19.625,11.36,28,8.0,True,False,False,False,False,False,False,False,0.02725157859754071
5,114708,2494.0,100.0,5.0,12.6,12.99,28,12.0,True,False,False,False,True,False,False,False,0.02725157859754071
7,35082,1248.0,74.0,5.0,6.61,23.4,18,10.0,True,False,False,False,True,False,False,False,0.05865736124958458
7,38593,1582.0,126.2,5.0,13.23,17.01,10,9.0,True,False,False,False,False,False,False,False,0.015453639082751745
9,70700,2494.0,100.0,5.0,4.75,12.99,28,17.0,True,False,False,False,True,False,False,False,0.02725157859754071
9,83000,1598.0,103.6,5.0,2.9,20.54,29,14.0,True,False,False,False,True,False,True,False,0.017779993353273512
5,120000,2499.0,80.0,5.0,5.5,14.8,4,10.0,True,False,False,False,True,False,False,False,0.00033233632436025255
7,91586,2696.0,184.0,5.0,9.47,11.18,17,11.0,True,False,False,False,False,False,True,False,0.002160186108341642
9,38235,1197.0,78.9,5.0,1.95,20.36,10,17.0,False,False,False,True,True,False,False,False,0.0259222333000997
8,37000,1197.0,78.9,5.0,2.2,20.36,10,14.0,False,False,False,True,True,False,False,False,0.0259222333000997
9,50888,1086.0,97.7,5.0,1.15,17.0,10,19.0,False,False,False,True,True,False,False,False,0.01296111665004985
1,44000,1198.0,86.7,5.0,4.35,18.0,9,12.0,False,False,False,True,True,False,True,False,0.017613825191093387
10,54000,998.0,67.04,5.0,4.5,23.1,18,9.0,False,False,False,True,False,False,False,False,0.009637753406447324
2,90000,1197.0,82.0,5.0,3.55,18.9,10,12.0,False,False,False,True,True,False,False,False,0.0259222333000997
8,35000,1248.0,73.9,5.0,4.75,19.3,18,10.0,True,False,False,False,True,False,False,False,0.05865736124958458
3,47324,1197.0,78.9,5.0,4.52,20.36,10,13.0,False,False,False,True,True,False,True,False,0.0259222333000997
9,65148,1995.0,177.0,5.0,12.75,15.06,2,13.0,True,False,False,False,False,False,False,False,0.005317381189764041
3,57773,1968.0,174.33,5.0,19.625,17.11,1,11.0,True,False,False,False,False,False,True,False,0.012794948487869724
1,87000,1461.0,83.8,5.0,6.5,20.45,22,11.0,True,False,False,False,True,False,False,False,0.004320372216683284
2,131500,3125.5,199.3,5.0,7.5,11.56,21,18.0,True,False,False,False,True,False,False,False,0.00016616816218012627
9,8000,998.0,67.0,5.0,4.15,22.5,18,9.0,False,False,False,True,False,False,False,False,0.02558989697573945
5,77000,1799.0,130.0,5.0,2.5,13.5,9,18.0,False,False,False,True,True,False,False,False,0.005317381189764041
10,20600,1197.0,81.83,5.0,5.4,18.6,10,9.0,False,False,False,True,True,False,False,False,0.041043536058491197
9,13198,998.0,67.1,5.0,3.15,24.07,18,9.0,False,False,False,True,True,False,False,False,0.02376204719175806
1,21000,2967.0,228.075,5.0,19.625,12.07,1,10.0,True,False,False,False,False,False,True,False,0.006314390162844799
4,38000,1197.0,81.83,5.0,5.95,18.6,10,9.0,False,False,False,True,True,False,False,False,0.041043536058491197
3,15379,1199.0,83.83,5.0,6.97,23.84,27,6.0,False,False,False,True,False,False,False,False,0.0018278497839813892
5,60000,1197.0,78.9,5.0,3.2,20.36,10,14.0,False,False,False,True,True,False,False,False,0.0259222333000997
10,70000,1086.0,97.7,5.0,1.12,6.499999999999998,10,18.0,False,False,False,True,True,False,False,False,0.01296111665004985
1,75371,1461.0,83.8,5.0,6.69,20.46,24,12.0,True,False,False,False,True,False,False,False,0.013791957460950481
1,60000,2179.0,138.03,5.0,5.9,13.49,27,11.0,True,False,False,False,True,False,True,False,0.0004985044865403788
8,30675,1197.0,80.0,5.0,2.25,18.5,10,16.0,False,False,False,True,True,False,False,False,0.041043536058491197
8,22000,1248.0,74.0,5.0,4.5,23.4,18,12.0,True,False,False,False,True,False,False,False,0.05865736124958458
10,55000,814.0,55.0,5.0,2.61,22.0,10,10.0,False,False,False,True,True,False,False,False,0.010136257892987704
6,74213,2143.0,170.0,5.0,11.5,14.84,19,15.0,True,False,False,False,False,False,False,False,0.01694915254237288
9,15000,1998.0,189.08,5.0,19.625,16.82,20,9.0,False,False,False,True,False,False,False,False,0.003988035892323031
6,57000,624.0,35.0,5.0,0.5,26.0,27,15.0,False,False,False,True,True,False,False,False,0.004154204054503157
8,62144,1248.0,88.5,5.0,5.75,26.21,18,10.0,True,False,False,False,True,False,True,False,0.011797939514788967
10,50000,1582.0,126.2,5.0,11.5,22.0,10,8.0,True,False,False,False,True,False,False,False,0.02824858757062147
6,38000,814.0,55.2,5.0,2.75,21.1,10,10.0,False,False,False,True,True,False,False,False,0.010136257892987704
2,30000,1995.0,190.0,5.0,19.625,18.12,2,9.0,True,False,False,False,False,False,True,False,0.011299435028248588
7,38735,1198.0,86.8,5.0,4.92,19.4,9,9.0,False,False,False,True,True,False,False,False,0.009970089730807577
10,23598,1248.0,73.94,5.0,3.52,23.2,18,13.0,True,False,False,False,True,False,False,False,0.010634762379528082
2,70000,1995.0,184.0,5.0,17.55,18.88,2,11.0,True,False,False,False,False,False,False,False,0.016284479893652375
10,39000,1248.0,74.0,5.0,5.8,26.59,18,9.0,True,False,False,False,True,False,False,False,0.05865736124958458
5,84175,1248.0,74.0,5.0,6.95,23.4,18,12.0,True,False,False,False,True,False,False,False,0.05865736124958458
8,45000,1498.0,97.6,5.0,2.4,16.95,24,12.0,False,False,False,True,True,False,False,False,0.0008308408109006315
9,59302,1998.0,163.7,5.0,5.25,14.39,4,12.0,True,False,False,False,False,False,False,False,0.0029910269192422734
0,55002,1298.0,85.8,5.0,4.25,17.5,18,13.0,False,False,False,True,True,False,False,False,0.05865736124958458
6,128813,1396.0,69.0,5.0,1.5,19.09,27,17.0,True,False,False,False,True,False,False,False,0.005151213027583915
6,46522,1120.0,70.0,5.0,4.5,24.0,10,9.0,True,False,False,False,True,False,False,False,0.0259222333000997
10,131500,1248.0,74.0,5.0,2.5,22.3,27,11.0,True,False,False,False,True,False,False,False,0.006646726487205052
2,89326,1399.0,68.0,5.0,1.55,17.8,8,19.0,True,False,False,False,True,False,False,True,0.006646726487205052
10,54000,1461.0,83.8,5.0,6.5,19.87,24,9.0,True,False,False,False,True,False,False,False,0.013791957460950481
10,95000,1493.0,97.7,5.0,18.0,18.48,2,13.0,True,False,False,False,False,False,True,False,0.011299435028248588
7,66337,1120.0,70.0,5.0,4.96,24.0,10,10.0,True,False,False,False,True,False,False,False,0.0259222333000997
1,60000,1198.0,86.8,5.0,3.25,19.4,9,13.0,False,False,False,True,True,False,False,False,0.009970089730807577
8,38001,1781.0,163.2,5.0,8.5,12.3,1,15.0,False,False,False,True,False,False,False,False,0.012794948487869724
1,73000,796.0,47.3,5.0,2.75,24.7,18,11.0,False,False,False,True,True,False,True,False,0.02376204719175806
1,61000,1599.0,103.2,5.0,3.4,16.2,10,14.0,False,False,False,True,True,False,True,False,0.02824858757062147
5,120000,1248.0,88.8,5.0,7.0,20.77,18,12.0,True,False,False,False,True,False,False,False,0.012462612163509471
7,71787,1598.0,102.5,5.0,3.21,12.9,4,13.0,False,False,False,True,True,False,False,False,0.0019940179461615153
3,11554,1582.0,126.2,5.0,14.25,19.67,10,9.0,True,False,False,False,True,False,False,False,0.015453639082751745
5,90000,1498.0,103.2,5.0,6.5,20.34,29,11.0,True,False,False,False,True,False,False,False,0.017779993353273512
8,48104,1497.0,117.3,5.0,5.49,17.4,9,11.0,False,False,False,True,True,False,False,False,0.0448654037886341
10,91000,1341.0,83.0,5.0,0.8,16.8,10,20.0,False,False,False,True,True,False,False,True,0.001661681621801263
7,58815,1086.0,97.7,5.0,1.99,17.0,10,18.0,False,False,False,True,True,False,False,False,0.01296111665004985
3,33931,1197.0,82.0,5.0,5.91,18.9,10,10.0,False,False,False,True,False,False,True,False,0.0259222333000997
3,13916,1197.0,81.86,5.0,6.44,18.9,10,6.0,False,False,False,True,True,False,False,False,0.0259222333000997
10,90400,998.0,58.2,5.0,2.9,29.860000000000003,18,13.0,False,False,False,False,True,False,False,False,0.02558989697573945
6,14000,1197.0,82.0,5.0,4.6,18.9,10,10.0,False,False,False,True,True,False,False,False,0.0259222333000997
10,121000,1248.0,97.7,5.0,2.35,17.8,18,18.0,True,False,False,False,True,False,True,False,0.05865736124958458
3,17560,1197.0,81.83,5.0,7.21,18.6,10,9.0,False,False,False,True,True,False,False,False,0.041043536058491197
10,60000,1461.0,83.8,5.0,8.0,19.87,24,9.0,True,False,False,False,True,False,False,False,0.013791957460950481
5,88096,1248.0,73.9,5.0,3.5,19.3,18,16.0,True,False,False,False,True,False,True,False,0.05865736124958458
10,131500,2494.0,102.0,5.0,5.9,12.8,28,17.0,True,False,False,False,True,False,False,False,0.02725157859754071
3,19963,624.0,37.5,5.0,1.74,25.4,27,10.0,False,False,False,True,True,False,True,False,0.004154204054503157
9,1000,1196.0,86.8,5.0,6.8,18.12,8,6.0,False,False,False,True,True,False,False,False,0.016782984380192757
6,8000,1197.0,81.83,5.0,7.5,18.6,10,8.0,False,False,False,True,True,False,False,False,0.041043536058491197
10,9200,1497.0,117.3,5.0,8.0,15.4,9,9.0,False,False,False,True,True,False,False,False,0.0008308408109006315
5,29000,1498.0,98.6,5.0,5.99,27.4,9,10.0,True,False,False,False,True,False,False,False,0.017613825191093387
9,27000,1582.0,126.2,5.0,12.9,19.67,10,8.0,True,False,False,False,True,False,False,False,0.015453639082751745
4,22900,1197.0,83.1,5.0,7.0,21.4,18,7.0,False,False,False,True,True,False,False,False,0.010468594217347957
5,50000,1968.0,174.3,5.0,19.625,14.16,1,11.0,True,False,False,False,False,False,False,False,0.004985044865403789
6,60207,1498.0,98.6,5.0,5.5,25.8,9,10.0,True,False,False,False,True,False,False,False,0.017613825191093387
3,101119,2993.0,228.075,5.0,18.46,11.0,2,15.0,True,False,False,False,False,False,False,False,0.003988035892323031
6,42000,1196.0,70.0,5.0,2.4,15.6,8,15.0,False,False,False,True,True,False,False,False,0.016782984380192757
10,93000,998.0,67.1,5.0,1.0,18.9,18,21.5,False,False,False,True,True,False,False,True,0.02558989697573945
0,60000,1086.0,68.05,5.0,2.65,19.81,10,13.0,False,False,False,True,True,False,True,False,0.0259222333000997
7,66122,1498.0,103.52,5.0,5.96,21.66,25,10.0,True,False,False,False,False,False,False,False,0.0078099036224659356
8,25100,2967.0,228.075,5.0,19.625,17.85,23,10.0,True,False,False,False,False,False,False,False,0.0013293452974410102
7,24733,1991.0,183.0,5.0,19.625,15.04,19,8.0,False,False,False,True,False,False,False,False,0.002160186108341642
0,41000,2773.0,201.0,5.0,10.5,10.4,1,17.0,False,False,False,True,False,False,True,False,0.008142239946826188
2,30000,1373.0,91.1,5.0,6.7,20.73,18,10.0,False,False,False,True,True,False,False,False,0.011797939514788967
8,36000,1498.0,89.84,5.0,4.9,22.7,8,12.0,True,False,False,False,True,False,False,False,0.008806912595546694
5,40279,1493.0,70.0,5.0,8.0,16.5,17,8.0,True,False,False,False,True,False,False,False,0.0024925224327018943
7,46805,998.0,67.1,5.0,3.63,24.07,18,7.0,False,False,False,True,True,False,False,False,0.02376204719175806
9,60000,1197.0,85.8,5.0,4.8,17.5,18,10.0,False,False,False,True,True,False,False,False,0.05865736124958458
9,100000,1193.0,88.7,5.0,4.25,17.57,27,8.0,False,False,False,True,True,False,False,False,0.003489531405782652
8,32986,1493.0,97.7,5.0,4.24,16.1,18,11.0,False,False,False,True,True,False,False,False,0.05865736124958458
3,51530,3125.5,197.2,5.0,19.625,10.91,8,7.0,True,False,False,False,False,False,False,False,0.006480558325024925
6,81456,2148.0,170.0,5.0,14.25,15.8,19,12.0,True,False,False,False,True,False,False,False,0.01694915254237288
0,37229,1197.0,78.9,5.0,3.41,16.95,10,13.0,False,False,False,True,False,False,False,False,0.0259222333000997
4,73200,1497.0,118.0,5.0,2.78,17.0,9,16.0,False,False,False,True,True,False,False,False,0.0448654037886341
0,71826,1968.0,141.0,5.0,15.5,19.3,25,10.0,True,False,False,False,False,False,False,False,0.005151213027583915
2,129000,1396.0,69.0,5.0,3.0,25.0,27,8.0,True,False,False,False,True,False,False,False,0.006646726487205052
10,82000,998.0,67.1,5.0,2.3,18.9,18,13.0,False,False,False,True,True,False,False,False,0.02558989697573945
7,40459,1582.0,126.2,5.0,13.28,19.67,10,8.0,True,False,False,False,True,False,False,False,0.015453639082751745
5,61964,998.0,66.1,5.0,2.25,19.0,18,16.0,False,False,False,True,True,False,False,False,0.002824858757062147
7,15466,998.0,67.04,5.0,3.36,22.5,18,14.0,False,False,False,True,True,False,False,False,0.02558989697573945
8,23000,1497.0,117.3,5.0,4.25,17.3,9,11.0,False,False,False,True,True,False,False,False,0.0026586905948820204
3,43766,1197.0,78.9,5.0,4.3,20.36,10,13.0,False,False,False,True,True,False,False,False,0.0259222333000997
5,54000,3125.5,228.075,5.0,6.0,6.499999999999998,25,15.0,False,False,False,True,False,False,False,False,0.008142239946826188
3,18521,1396.0,88.73,5.0,9.18,22.54,10,7.0,True,False,False,False,True,False,False,False,0.041043536058491197
5,26400,998.0,67.04,5.0,4.99,23.1,18,8.0,False,False,False,True,True,False,False,False,0.009637753406447324
10,31900,1798.0,157.8,5.0,3.75,13.4,25,14.0,False,False,False,True,True,False,False,False,0.004818876703223662
2,39000,1399.0,68.0,5.0,2.5,20.0,8,15.0,True,False,False,False,True,False,False,False,0.016782984380192757
5,45671,1498.0,98.6,5.0,7.2,27.3,9,9.0,True,False,False,False,True,False,False,False,0.009637753406447324
0,39500,2143.0,204.0,5.0,19.625,15.0,19,9.0,True,False,False,False,False,False,False,False,0.014622798271851114
2,54000,2143.0,136.0,5.0,17.55,17.9,19,10.0,True,False,False,False,False,False,False,False,0.0029910269192422734
2,20000,1985.0,163.0,5.0,12.0,18.5,30,13.0,True,False,False,False,False,False,False,False,0.001163177135260884
1,55000,2967.0,228.075,5.0,13.5,11.8,1,16.0,True,False,False,False,False,False,False,False,0.00033233632436025255
8,48000,1582.0,126.32,5.0,5.1,22.32,10,11.0,True,False,False,False,False,False,False,False,0.02824858757062147
8,70000,1995.0,190.0,5.0,10.3,22.69,2,14.0,True,False,False,False,False,False,False,False,0.016284479893652375
4,62000,1582.0,126.32,5.0,5.7,22.32,10,11.0,True,False,False,False,True,False,False,False,0.02824858757062147
7,41994,998.0,67.04,5.0,3.41,22.5,18,11.0,False,False,False,True,True,False,False,False,0.02558989697573945
5,108882,1399.0,68.0,5.0,2.4,20.0,8,15.0,True,False,False,False,True,False,True,False,0.016782984380192757
3,24806,1198.0,82.0,5.0,5.6,18.15,17,8.0,False,False,False,True,True,False,False,False,0.002326354270521768
10,131500,1405.0,70.0,5.0,1.0,17.0,27,19.0,True,False,False,False,True,False,False,False,0.005151213027583915
5,30000,1493.0,100.0,5.0,8.2,18.49,17,8.0,True,False,False,False,False,False,False,False,0.0014955134596211367
1,51000,1968.0,181.0,5.0,19.625,15.17,1,10.0,True,False,False,False,False,False,False,False,0.00448654037886341
6,64876,1197.0,81.8,5.0,3.5,21.5,18,10.0,False,False,False,True,True,False,False,False,0.02558989697573945
7,70536,998.0,58.33,5.0,4.58,29.860000000000003,18,9.0,False,False,False,False,True,False,False,False,0.009637753406447324
3,25299,1248.0,88.5,5.0,10.34,24.3,18,8.0,True,False,False,False,True,False,False,False,0.0071452309737454305
9,89869,2609.0,116.6,5.0,3.25,12.7,17,19.0,True,False,False,False,True,False,False,False,0.010136257892987704
6,103515,1991.0,112.0,5.0,5.0,12.6,10,18.0,True,False,False,False,True,False,False,True,0.0006646726487205051
5,68282,1086.0,62.1,5.0,2.25,17.92,10,17.0,False,False,False,True,True,False,False,False,0.01296111665004985
7,60033,2967.0,228.075,5.0,19.625,18.18,23,11.0,True,False,False,False,False,False,False,False,0.0013293452974410102
7,51921,1248.0,88.5,5.0,8.62,24.3,18,7.0,True,False,False,False,True,False,False,False,0.0071452309737454305
9,18414,1248.0,74.0,5.0,7.25,23.4,18,8.0,True,False,False,False,True,False,False,False,0.05865736124958458
7,40866,1199.0,86.76,5.0,5.47,19.5,9,9.0,False,False,False,True,True,False,False,False,0.017613825191093387
10,55001,2179.0,187.7,5.0,19.625,16.36,13,11.0,True,False,False,False,False,False,False,False,0.004985044865403789
7,20469,1998.0,189.08,5.0,19.625,16.82,20,8.0,False,False,False,True,False,False,False,False,0.003988035892323031
6,8500,814.0,55.2,5.0,3.42,21.1,10,8.0,False,False,False,True,True,False,False,False,0.010136257892987704
0,45000,2967.0,228.075,5.0,11.5,16.77,1,17.0,True,False,False,False,False,False,True,False,0.008142239946826188
10,6000,1197.0,81.86,5.0,7.25,17.19,10,9.0,False,False,False,True,True,False,False,False,0.041043536058491197
2,11000,1248.0,74.0,5.0,8.0,28.4,18,7.0,True,False,False,False,True,False,False,False,0.05865736124958458
7,80064,1498.0,89.84,5.0,7.33,22.7,8,10.0,True,False,False,False,True,False,False,False,0.008806912595546694
8,29930,998.0,67.1,5.0,3.35,18.9,18,9.0,False,False,False,True,True,False,False,False,0.02558989697573945
9,49105,1498.0,103.2,5.0,4.4,20.34,29,12.0,True,False,False,False,True,False,False,False,0.017779993353273512
8,55000,1496.0,88.7,5.0,2.99,17.6,28,13.0,False,False,False,True,True,False,False,False,0.010136257892987704
1,23000,1199.0,88.7,5.0,5.6,18.7,9,10.0,False,False,False,True,True,False,False,False,0.009637753406447324
3,54727,1498.0,88.73,5.0,6.63,20.14,29,9.0,True,False,False,False,True,False,False,False,0.0006646726487205051
7,31426,1498.0,108.62,5.0,7.9,21.66,29,7.0,True,False,False,False,True,False,False,False,0.0031571950814223994
7,53442,1497.0,116.3,5.0,7.0,16.8,9,10.0,False,False,False,True,True,False,False,False,0.0448654037886341
5,28000,1198.0,86.8,5.0,4.95,16.5,9,11.0,False,False,False,True,False,False,False,False,0.009970089730807577
9,13412,1598.0,103.52,5.0,9.19,14.3,25,8.0,False,False,False,True,False,False,False,False,0.0078099036224659356
5,70000,1493.0,110.0,5.0,5.1,16.8,10,14.0,True,False,False,False,True,False,False,False,0.02824858757062147
6,81310,1396.0,88.76,5.0,5.9,21.19,10,10.0,True,False,False,False,True,False,False,False,0.041043536058491197
7,13574,1197.0,83.1,5.0,9.51,21.4,18,6.0,False,False,False,True,False,False,False,False,0.010468594217347957
9,75000,2354.0,158.8,5.0,3.9,11.1,9,17.0,False,False,False,True,True,False,True,False,0.00448654037886341
3,58310,1197.0,85.8,5.0,5.39,19.1,18,11.0,False,False,False,True,True,False,True,False,0.05865736124958458
10,90000,1248.0,73.9,5.0,3.0,19.3,18,16.0,True,False,False,False,True,False,True,False,0.05865736124958458
6,83000,1248.0,74.0,5.0,4.3,23.4,18,13.0,True,False,False,False,True,False,False,False,0.05865736124958458
6,37282,1197.0,83.14,5.0,6.75,20.85,18,8.0,False,False,False,True,True,False,False,False,0.05865736124958458
6,23000,1197.0,82.0,5.0,4.5,18.9,10,8.0,False,False,False,True,True,False,False,False,0.0259222333000997
2,82000,1399.0,68.0,5.0,2.75,17.8,8,15.0,True,False,False,False,True,False,False,False,0.006646726487205052
2,31000,1582.0,126.2,5.0,9.0,23.9,10,9.0,True,False,False,False,True,False,False,False,0.02824858757062147
6,131500,1493.0,97.7,5.0,0.7,12.0,18,21.5,False,False,False,True,True,False,False,False,0.02558989697573945
4,45001,1399.0,68.05,5.0,2.55,20.0,8,11.0,True,False,False,False,True,False,True,False,0.016782984380192757
3,50446,1248.0,88.8,5.0,3.54,21.12,27,11.0,True,False,False,False,True,False,False,False,0.0026586905948820204
0,89000,1799.0,130.0,5.0,4.25,13.5,9,16.0,False,False,False,True,True,False,False,False,0.005317381189764041
0,72000,796.0,46.3,5.0,1.2,19.7,18,18.0,False,False,False,True,True,False,True,False,0.02376204719175806
0,90000,1995.0,190.0,5.0,19.5,22.48,2,12.0,True,False,False,False,False,False,False,False,0.011299435028248588
1,76000,2179.0,140.0,5.0,12.0,16.0,17,10.0,True,False,False,False,True,False,True,False,0.01877700232635427
5,78401,1248.0,73.94,5.0,3.9,23.2,18,13.0,True,False,False,False,True,False,False,False,0.010634762379528082
7,38426,1248.0,88.5,5.0,9.13,24.3,18,8.0,True,False,False,False,True,False,False,False,0.0071452309737454305
10,45000,1196.0,73.0,5.0,2.25,15.1,18,14.0,False,False,False,True,True,False,False,False,0.0029910269192422734
9,83000,1197.0,85.8,5.0,3.25,17.5,18,13.0,False,False,False,True,True,False,False,False,0.05865736124958458
3,50170,1582.0,126.2,5.0,14.79,17.01,10,8.0,True,False,False,False,False,False,False,False,0.015453639082751745
9,37822,998.0,67.04,5.0,2.35,22.5,18,15.0,False,False,False,True,True,False,False,False,0.02558989697573945
8,33517,793.0,47.0,5.0,3.1,27.62,18,10.0,True,False,False,False,True,False,False,False,0.009637753406447324
4,110000,2199.0,194.3,5.0,12.9,13.01,10,11.0,True,False,False,False,False,False,False,False,0.002824858757062147
8,60000,814.0,55.2,5.0,2.5,21.1,10,8.0,False,False,False,True,True,False,False,False,0.010136257892987704
4,92408,1197.0,82.85,5.0,3.65,18.5,10,12.0,False,False,False,True,True,False,False,False,0.041043536058491197
1,45000,1591.0,121.3,5.0,7.5,17.1,10,11.0,False,False,False,True,True,False,False,False,0.02824858757062147
7,33793,1198.0,86.8,5.0,3.74,18.4,9,12.0,False,False,False,True,True,False,False,False,0.009970089730807577
7,26327,1197.0,81.8,5.0,5.86,20.4,18,8.0,False,False,False,True,True,False,False,False,0.05865736124958458
3,20604,2143.0,167.62,5.0,19.625,19.27,19,7.0,True,False,False,False,False,False,False,False,0.01694915254237288
3,61386,1248.0,74.0,5.0,7.05,25.2,18,7.0,True,False,False,False,True,False,False,False,0.05865736124958458
4,11500,1248.0,74.0,5.0,7.5,28.4,18,7.0,True,False,False,False,False,False,False,False,0.05865736124958458
2,58000,936.0,57.6,5.0,2.1,25.44,4,13.0,True,False,False,False,True,False,False,False,0.007643735460285809
4,38000,1798.0,157.75,5.0,11.6,13.7,25,11.0,False,False,False,True,False,False,False,False,0.008142239946826188
1,49000,2143.0,167.62,5.0,19.25,14.84,19,13.0,True,False,False,False,False,False,True,False,0.01694915254237288
3,72202,2393.0,147.8,5.0,17.92,13.68,28,8.0,True,False,False,False,True,False,False,False,0.02725157859754071
8,7000,1197.0,78.9,5.0,3.6,20.36,10,9.0,False,False,False,True,True,False,False,False,0.0259222333000997
0,20000,1498.0,98.6,5.0,4.5,25.8,9,11.0,True,False,False,False,True,False,True,False,0.017613825191093387
5,14061,1396.0,88.76,5.0,7.4,21.9,10,8.0,True,False,False,False,True,False,False,False,0.041043536058491197
3,30706,2987.0,228.075,5.0,19.625,11.57,19,7.0,True,False,False,False,False,False,False,False,0.0019940179461615153
8,51387,2179.0,120.0,5.0,5.5,12.05,17,14.0,True,False,False,False,True,False,False,False,0.010136257892987704
1,44000,1341.0,83.0,5.0,1.75,15.3,10,19.0,False,False,False,True,True,False,True,False,0.001661681621801263
9,12208,1197.0,83.1,5.0,6.75,21.4,18,9.0,False,False,False,True,True,False,False,False,0.010468594217347957
2,55000,1991.0,123.7,5.0,3.95,16.52,4,14.0,True,False,False,False,True,False,False,False,0.0019940179461615153
9,61600,1591.0,121.3,5.0,4.2,17.1,10,14.0,False,False,False,True,True,False,False,False,0.02824858757062147
5,28414,1497.0,118.0,5.0,8.4,17.0,9,9.0,False,False,False,True,True,False,False,False,0.0448654037886341
9,27853,1197.0,103.5,5.0,8.25,17.21,29,8.0,False,False,False,True,False,False,False,False,0.02509139248919907
1,55116,1198.0,86.8,5.0,3.31,19.4,9,12.0,False,False,False,True,True,False,False,False,0.009970089730807577
0,26000,1248.0,74.0,5.0,7.5,26.59,18,8.0,True,False,False,False,True,False,False,False,0.05865736124958458
10,45496,1497.0,118.0,5.0,4.75,17.0,9,13.0,False,False,False,True,True,False,False,False,0.0448654037886341
10,76000,2696.0,184.0,5.0,8.79,11.18,17,12.0,True,False,False,False,False,False,True,False,0.002160186108341642
10,131500,1798.0,157.75,5.0,9.5,13.1,25,11.0,False,False,False,True,True,False,False,False,0.008142239946826188
10,100000,1493.0,97.7,5.0,1.6,6.499999999999998,10,16.0,False,False,False,True,True,False,False,False,0.01296111665004985
8,38127,796.0,46.3,5.0,1.55,19.7,18,15.0,False,False,False,True,True,False,False,False,0.02376204719175806
6,82450,1396.0,90.0,5.0,5.85,23.0,10,11.0,True,False,False,False,True,False,False,False,0.041043536058491197
3,62497,1499.0,110.0,5.0,7.52,15.8,8,11.0,False,False,False,True,True,False,False,False,0.008806912595546694
5,86732,1461.0,63.1,5.0,3.6,23.08,22,14.0,True,False,False,False,True,False,False,False,0.005483549351944167
7,27969,1198.0,86.8,5.0,4.73,19.4,9,9.0,False,False,False,True,True,False,False,False,0.009970089730807577
4,66372,2696.0,184.0,5.0,10.5,11.18,17,12.0,True,False,False,False,False,False,False,False,0.002160186108341642
3,73525,2993.0,228.075,5.0,19.625,16.46,2,12.0,True,False,False,False,False,False,False,False,0.002160186108341642
7,20689,1197.0,81.86,5.0,6.07,18.9,10,7.0,False,False,False,True,True,False,False,False,0.0259222333000997
3,25093,1197.0,83.1,5.0,7.76,21.4,18,7.0,False,False,False,True,True,False,False,False,0.010468594217347957
3,49176,2498.0,112.0,5.0,7.46,11.68,17,9.0,True,False,False,False,True,False,False,False,0.003489531405782652
4,87510,1461.0,78.0,5.0,3.49,21.8,24,13.0,True,False,False,False,True,False,False,False,0.0006646726487205051
3,38214,1197.0,80.0,5.0,4.05,18.5,10,13.0,False,False,False,True,True,False,True,False,0.041043536058491197
7,48986,2835.0,107.2,5.0,11.88,10.5,21,12.0,True,False,False,False,True,False,False,False,0.003323363243602526
10,88000,1794.0,138.1,5.0,6.45,14.53,28,14.0,False,False,False,True,False,False,False,False,0.011299435028248588
10,69002,2993.0,228.075,5.0,19.625,15.97,2,10.0,True,False,False,False,False,False,False,False,0.003988035892323031
10,43706,2497.0,215.0,5.0,9.0,10.9,2,14.0,False,False,False,True,False,False,False,False,0.016284479893652375
3,58671,1582.0,126.2,5.0,14.25,17.01,10,9.0,True,False,False,False,False,False,False,False,0.015453639082751745
3,49404,1493.0,100.0,5.0,7.36,18.49,17,8.0,True,False,False,False,True,False,False,False,0.0014955134596211367
4,72000,2179.0,120.0,5.0,4.4,12.05,17,15.0,True,False,False,False,True,False,False,False,0.010136257892987704
9,24000,799.0,53.3,5.0,3.1,25.17,24,9.0,False,False,False,True,True,False,False,False,0.006646726487205052
3,53285,999.0,67.0,5.0,4.28,22.5,24,8.0,False,False,False,True,False,False,False,False,0.006646726487205052
10,12000,1197.0,85.0,5.0,5.5,16.1,18,8.0,False,False,False,True,True,False,False,False,0.05865736124958458
8,45000,1896.0,105.0,5.0,6.99,17.0,25,13.0,True,False,False,False,False,False,False,False,0.004818876703223662
3,26234,796.0,47.3,5.0,4.29,24.7,18,7.0,False,False,False,True,True,False,False,False,0.02376204719175806
4,55000,1197.0,85.8,5.0,4.2,18.6,18,11.0,False,False,False,True,True,False,False,False,0.05865736124958458
10,90000,1396.0,90.0,5.0,4.11,23.0,10,13.0,True,False,False,False,True,False,False,False,0.041043536058491197
9,48000,1968.0,174.33,5.0,18.75,15.73,1,10.0,True,False,False,False,False,False,False,False,0.00448654037886341
9,19863,2987.0,228.075,5.0,19.625,11.57,19,8.0,True,False,False,False,False,False,False,False,0.0019940179461615153
